politician_id,name,party,x,y
175584,Johannes Wagner,BÜNDNIS 90/­DIE GRÜNEN,13.643501,-6.9115186
175410,Carolin Wagner,SPD,8.523172,11.849858
145969,Robin Wagener,BÜNDNIS 90/­DIE GRÜNEN,13.970228,-7.014178
146020,Niklas Wagener,BÜNDNIS 90/­DIE GRÜNEN,13.667626,-7.273579
78818,Johann Wadephul,CDU/CSU,8.549876,10.554415
78938,Dirk Vöpel,SPD,8.107945,11.268632
146784,Marja-Liisa Völlers,SPD,7.2800384,12.105008
66002,Christoph de Vries,CDU/CSU,-0.83765227,11.702697
183219,Sarah Vollath,Die Linke,16.667242,3.25443
182876,Johannes Volkmann,CDU/CSU,9.390865,11.183277
170273,Donata Vogtschmidt,Die Linke,16.810886,3.435311
145876,Oliver Vogt,CDU/CSU,7.0364017,12.218423
182935,Ingo Vogel,SPD,8.9672165,10.780944
145877,Kerstin Vieregge,CDU/CSU,8.61365,10.742042
78944,Julia Verlinden,BÜNDNIS 90/­DIE GRÜNEN,13.746162,-7.163402
31073,Isabelle Vandre,Die Linke,16.47562,3.150848
183231,Aaron Valent,Die Linke,16.989237,3.5797758
183483,Martina Uhr,AfD,-1.7463789,-5.4205194
175599,Katrin Uhlig,BÜNDNIS 90/­DIE GRÜNEN,13.655853,-7.1772943
175419,Derya Türk-Nachbaur,SPD,7.793618,11.043727
136824,Markus Töns,SPD,7.9639177,11.314006
78821,Carsten Träger,SPD,8.743557,10.331796
175394,Anja Troff-Schaffarzyk,SPD,7.920978,10.962867
180245,Bastian Treuheit,AfD,-2.5242996,-5.5200844
175351,Gerhard Trabert,Die Linke,9.183244,10.603469
78958,Astrid Timmermann-Fechter,CDU/CSU,8.458658,12.002802
108605,Alexander Throm,CDU/CSU,7.3677163,10.900857
178690,Ulrich Thoden,Die Linke,16.66501,3.2350755
78960,Michael Thews,SPD,8.504305,10.623543
158687,Hans Theiss,CDU/CSU,8.46559,11.21873
138346,Roland Theis,CDU/CSU,7.893499,10.668521
181949,Robert Teske,AfD,7.920099,-14.680267
175538,Awet Tesfaiesus,BÜNDNIS 90/­DIE GRÜNEN,13.771759,-7.2599034
158594,Tobias Teich,AfD,-1.7987076,-5.146006
182828,Vivian Tauschwitz,CDU/CSU,8.546798,10.774023
175488,Ruppert Stüwe,SPD,8.063816,11.200901
177578,Christina Stumpp,CDU/CSU,7.690941,11.932637
182851,Hendrik Streeck,CDU/CSU,7.778519,10.929803
175953,Otto Strauß,AfD,-2.6141295,-5.6175222
182862,Katja Strauss-Köster,CDU/CSU,7.5587564,12.406893
78976,Stephan Stracke,CDU/CSU,6.929517,11.931885
29202,Beatrix von Storch,AfD,-2.3303068,-5.0146966
